radiant_win,avg_rank_tier,radiant_teammate_0,radiant_teammate_1,radiant_teammate_2,radiant_teammate_3,radiant_teammate_4,dire_teammate_0,dire_teammate_1,dire_teammate_2,dire_teammate_3,dire_teammate_4
False,19,70,30,114,104,26,14,51,95,13,7
True,32,49,8,86,74,13,37,85,21,34,84
True,12,131,28,44,61,101,126,6,128,10,108
True,36,84,34,49,62,137,16,63,123,71,20
False,14,93,26,5,69,12,104,88,44,64,18
False,20,74,7,22,84,28,121,61,54,129,31
True,23,68,136,91,39,86,77,73,131,22,104
True,34,44,88,2,14,102,86,93,17,6,18
True,21,14,42,37,74,20,5,108,113,1,25
True,32,96,30,86,131,42,3,25,29,74,26
False,24,84,93,129,9,87,11,105,62,39,30
False,11,135,126,131,123,44,114,43,84,27,40
True,8,39,6,14,30,29,27,1,113,28,26
True,26,63,114,111,39,8,99,85,4,84,44
False,33,52,11,64,21,131,30,4,7,36,135
True,6,22,11,98,8,5,131,67,104,26,23
False,12,41,23,99,31,53,42,59,26,35,20
False,17,70,97,123,137,27,57,99,8,84,39
False,22,131,8,22,110,83,53,14,111,92,100
True,20,29,44,131,36,33,84,10,25,52,2
True,14,67,43,39,69,37,63,87,80,10,38
True,20,104,98,22,93,7,8,62,86,13,96
True,9,7,50,31,21,48,42,76,41,69,64
False,7,31,1,131,84,73,126,6,50,19,37
True,36,108,79,53,22,21,62,30,9,28,17
False,14,38,77,1,76,25,5,28,18,11,26
True,36,86,92,73,68,19,34,69,84,94,62
False,23,86,84,2,114,13,63,47,129,75,14
False,26,81,21,73,107,94,15,84,119,74,93
False,26,18,75,68,131,21,42,123,11,86,93
True,16,39,64,14,34,44,25,119,63,21,29
True,28,60,131,25,58,1,64,11,75,42,69
True,24,123,53,62,35,21,84,41,55,86,26
True,21,83,13,42,131,2,113,46,104,14,19
False,36,129,63,84,71,9,21,35,137,34,92
False,27,43,10,111,13,121,131,9,31,113,99
True,16,37,70,64,74,53,71,104,86,84,94
True,13,44,92,123,108,37,74,53,25,99,131
True,36,21,106,11,131,2,9,114,64,112,32
True,21,86,18,26,59,28,6,88,87,73,11
False,33,100,76,109,7,138,92,63,85,31,19
True,32,108,50,39,51,15,14,98,67,101,74
False,26,14,17,81,103,8,35,131,48,96,20
True,36,16,31,67,73,99,80,131,14,6,112
True,6,54,30,39,19,103,114,5,62,104,49
True,19,84,53,14,121,36,86,54,73,23,11
True,17,37,67,62,19,79,104,55,131,1,76
True,36,131,107,4,83,81,94,10,30,84,16
False,9,59,106,75,14,8,63,84,5,49,36
True,8,131,104,49,76,5,89,11,37,86,2
True,23,63,61,123,47,93,26,2,44,136,21
False,31,46,57,2,131,94,84,102,11,86,98
False,26,39,73,30,16,84,136,92,68,59,91
False,24,27,8,84,99,123,2,61,64,136,91
True,28,99,54,50,14,86,7,105,13,10,85
True,22,25,11,31,104,131,41,49,88,22,42
False,8,19,7,21,60,106,6,46,84,86,76
True,17,64,123,129,86,44,95,27,49,16,131
True,29,7,85,70,56,86,54,13,60,68,84
True,27,35,44,2,113,131,87,114,21,79,16
False,26,46,41,121,74,49,44,131,42,37,53
False,9,76,42,70,8,28,111,84,86,13,1
False,28,73,74,137,9,131,41,114,80,99,34
True,22,137,123,104,26,84,120,63,35,131,49
True,27,93,128,61,2,123,44,111,49,84,71
True,6,84,47,63,16,46,2,48,35,69,106
False,16,114,60,11,121,5,18,128,84,82,16
True,32,131,17,83,1,16,126,102,10,87,44
True,17,37,109,76,86,2,27,106,21,135,91
True,16,35,86,84,6,37,102,30,63,36,1
True,21,104,93,14,11,111,131,49,44,74,80
True,19,22,5,59,104,12,35,1,108,101,75
True,34,2,25,102,44,14,131,48,97,64,13
False,13,131,5,36,96,95,105,25,128,1,92
False,21,73,39,94,86,121,63,103,1,42,59
False,17,86,94,25,9,42,93,17,62,27,71
False,27,39,96,86,114,26,38,92,25,84,41
True,17,72,53,104,123,102,100,98,39,64,44
True,9,33,47,131,64,48,14,114,91,1,22
True,18,27,71,7,1,69,8,123,88,136,62
False,17,42,101,108,88,74,109,85,40,113,7
False,16,35,74,29,44,26,14,6,85,123,83
False,36,80,19,114,105,136,113,39,128,63,84
False,13,59,62,6,30,43,10,72,123,107,131
True,21,20,76,93,37,14,131,10,35,30,79
True,31,15,39,7,69,21,102,80,11,100,104
False,19,70,75,18,74,123,131,104,112,41,35
True,21,13,70,35,87,129,104,44,131,26,11
True,24,87,96,50,114,35,119,42,93,31,79
True,13,136,91,2,30,47,6,46,50,33,138
True,19,14,41,13,75,38,73,131,49,39,123
False,28,51,4,114,53,108,13,32,14,104,41
False,14,42,51,131,11,44,36,31,8,26,77
False,19,123,85,18,14,13,19,11,33,84,101
True,22,8,131,38,92,74,26,20,9,14,42
True,21,64,72,84,42,60,40,70,45,107,7
True,34,22,102,63,84,98,136,41,14,43,21
True,17,94,39,37,53,7,50,6,97,110,22
True,30,86,70,34,47,43,114,16,39,131,64
True,21,8,15,71,112,97,93,84,104,26,17
True,23,37,48,104,84,71,61,86,44,26,30
True,18,84,26,126,131,78,64,42,30,59,1
False,16,30,104,109,45,74,84,108,37,131,94
True,26,57,39,74,68,42,22,84,53,1,62
False,32,44,14,87,73,98,29,111,18,131,107
False,18,25,96,44,64,123,61,70,7,102,137
True,6,35,73,7,8,131,70,42,92,5,123
True,26,28,49,88,131,36,62,16,84,93,22
True,12,13,31,37,38,44,48,14,19,50,88
True,7,5,14,19,44,30,104,64,42,8,50
True,13,14,110,1,123,26,17,49,64,80,12
False,4,64,86,11,30,129,84,102,6,7,26
True,22,114,107,17,131,102,76,30,86,6,2
True,22,131,44,102,17,88,40,15,53,5,29
False,19,20,2,86,4,106,64,32,23,59,44
False,16,97,14,109,26,80,108,25,99,36,37
True,22,64,67,14,76,114,21,7,42,26,93
True,13,74,22,84,77,67,86,14,71,11,113
False,30,30,94,136,50,13,106,2,44,123,57
True,23,77,49,28,30,105,8,120,83,104,75
True,11,25,108,7,93,14,32,131,58,56,120
True,36,63,88,64,84,110,61,50,42,131,11
True,6,104,11,131,83,76,2,53,138,84,86
True,16,80,7,81,131,100,84,67,30,26,14
True,17,51,97,14,22,131,23,2,123,128,11
False,16,30,131,99,14,35,73,13,4,119,16
False,20,27,84,114,80,128,58,92,50,10,36
False,27,131,104,59,48,126,7,92,88,18,21
True,32,73,131,104,7,106,100,10,71,48,95
False,36,14,86,32,70,131,73,111,123,13,129
True,16,71,123,111,48,22,63,131,2,9,45
True,28,37,72,38,20,131,108,44,64,136,76
True,22,102,84,104,44,105,34,128,57,114,2
True,19,20,113,110,67,84,33,6,62,21,96
True,28,101,129,84,126,110,104,67,31,14,43
True,22,88,84,16,8,7,101,30,1,42,39
True,24,35,85,44,87,88,128,6,75,104,39
False,16,81,87,84,73,86,27,11,14,44,131
True,18,93,68,114,101,16,53,84,8,39,14
False,21,64,131,76,129,42,102,56,4,47,101
True,17,14,12,131,43,97,80,96,46,84,26
True,21,53,85,8,84,56,102,28,6,57,39
True,9,131,114,84,35,68,72,108,11,31,30
True,23,53,27,42,63,84,16,11,21,64,34
True,24,75,98,84,54,87,14,88,96,6,29
False,23,84,100,40,131,64,37,72,93,104,17
True,13,30,104,40,114,36,33,70,87,11,19
False,14,102,55,76,62,2,84,88,94,9,35
False,28,83,23,74,54,123,131,76,108,107,73
False,19,80,93,131,22,19,70,35,111,135,14
False,21,39,62,114,102,28,6,30,47,14,106
False,10,8,39,60,102,113,14,61,93,35,84
False,4,48,30,104,70,131,95,44,106,102,35
False,34,87,44,104,14,17,28,126,9,10,131
False,11,44,74,3,69,50,129,82,48,26,96
False,21,86,73,76,1,2,67,119,131,104,22
False,16,70,64,20,74,7,54,35,33,72,2
True,12,26,40,42,44,86,93,131,74,98,121
True,22,123,102,44,131,104,56,71,89,101,19
False,16,107,131,35,74,49,85,17,84,26,54
False,16,8,49,36,73,64,17,15,84,67,75
False,21,137,6,107,76,119,27,28,5,44,14
True,18,84,1,53,131,60,129,20,106,57,93
False,18,8,7,13,84,68,110,25,123,96,11
True,18,60,85,93,86,68,15,48,5,14,38
True,3,37,35,102,4,94,5,47,15,44,93
False,32,64,53,44,82,93,76,26,2,94,131
True,21,39,86,44,105,110,30,41,8,131,26
False,32,131,121,26,93,67,84,57,69,8,13
True,33,9,96,47,64,52,93,36,74,84,21
True,27,70,102,14,25,34,111,71,93,47,74
False,8,93,131,97,88,36,6,85,30,18,70
True,26,64,98,53,67,5,41,91,29,9,131
False,16,35,48,10,30,60,86,104,131,62,44
False,23,129,8,11,64,35,44,104,26,131,101
False,6,1,27,81,86,50,26,11,80,106,90
False,31,67,91,135,26,1,94,123,13,104,100
True,18,85,131,17,8,98,35,1,68,104,74
True,14,93,108,30,86,1,113,94,7,28,100
False,26,102,63,42,3,17,1,131,16,27,11
False,31,23,42,106,40,101,108,131,51,93,114
False,30,57,44,21,71,13,89,16,32,73,86
False,31,70,123,74,7,44,54,84,30,131,126
True,33,13,70,131,111,136,14,138,64,120,21
True,36,102,25,14,98,92,71,33,7,5,138
True,8,105,63,80,84,94,26,101,8,76,35
False,33,109,63,14,35,99,50,76,10,131,137
True,7,10,84,131,96,91,53,100,69,18,25
True,33,81,21,30,131,49,74,2,114,85,84
True,28,6,37,39,33,84,131,123,10,64,62
True,9,17,20,42,1,100,29,36,105,11,6
False,34,84,36,26,136,20,61,11,131,106,18
True,31,14,35,84,49,2,101,63,69,21,23
True,16,18,52,102,45,40,123,131,8,74,7
True,26,84,57,54,35,42,126,86,137,8,51
False,36,48,64,46,15,25,114,86,95,136,21
False,21,76,131,93,75,28,9,84,11,14,104
True,21,109,20,21,37,30,13,75,64,72,84
False,9,131,28,8,26,17,35,64,47,2,14
False,19,19,35,109,53,44,129,70,52,74,83
True,36,11,108,131,88,17,73,92,10,97,31
True,11,93,131,39,53,29,41,36,22,96,21
True,21,64,90,75,12,51,131,36,28,14,8
True,27,2,137,1,121,131,15,62,41,14,30
True,4,104,45,22,67,19,93,20,48,5,84
False,17,14,54,18,129,137,22,89,123,64,96
True,12,73,84,110,131,1,31,81,51,98,42
True,5,63,99,27,14,104,73,8,74,55,2
False,36,23,86,44,27,97,21,131,51,61,135
True,31,71,53,9,27,22,30,44,25,131,23
True,21,74,1,71,104,131,86,70,34,84,97
True,8,74,37,64,104,1,35,26,33,81,49
False,23,29,84,44,106,5,63,6,14,75,22
True,22,110,58,97,49,41,94,56,50,64,71
True,16,11,114,2,14,74,73,84,64,25,93
True,14,111,136,113,64,28,14,63,131,34,98
True,3,73,37,5,109,11,101,2,74,33,22
True,31,19,73,15,2,64,74,9,104,5,42
True,19,9,22,36,71,57,135,30,11,26,93
False,25,28,8,14,136,84,97,22,44,129,30
True,19,37,102,48,88,104,97,39,70,44,19
False,35,100,40,49,60,44,119,4,123,96,80
True,15,2,114,63,7,5,19,10,15,41,1
True,16,26,40,42,48,7,104,94,11,31,53
False,26,1,99,92,114,45,17,70,123,98,30
True,17,131,135,120,25,31,14,26,73,82,84
False,17,49,53,14,94,87,47,85,98,123,25
False,6,49,91,30,126,76,8,75,83,35,42
True,24,102,15,107,6,84,20,86,52,54,25
True,14,84,101,94,11,30,69,44,36,131,5
False,21,21,5,85,84,32,128,131,36,14,109
False,17,28,39,75,74,104,31,60,30,35,114
True,18,13,106,98,63,79,28,119,25,11,1
True,9,21,64,30,81,106,6,131,84,67,14
False,21,21,85,31,104,25,59,84,1,89,63
True,24,57,61,28,114,40,10,131,97,22,84
False,9,5,84,47,44,21,29,131,86,8,98
False,12,3,1,120,137,123,105,47,93,113,68
True,24,2,17,128,26,1,39,31,48,16,71
True,13,14,99,63,84,42,74,71,90,87,6
True,27,106,99,35,131,72,96,87,52,48,57
True,33,135,136,61,74,72,53,138,49,131,84
True,35,48,131,17,102,29,92,68,63,16,13
True,7,49,14,121,114,59,91,19,56,1,2
False,20,44,114,7,47,137,75,96,8,36,19
True,26,8,98,1,7,37,88,10,16,26,54
False,26,40,50,73,88,131,36,109,16,86,63
False,7,42,36,30,7,84,100,15,27,44,50
True,17,73,121,2,101,129,96,86,49,64,12
True,8,131,2,25,36,84,7,8,35,30,105
True,26,76,27,95,74,104,38,88,70,131,26
True,18,54,64,35,2,13,104,63,14,37,17
False,16,50,129,70,19,84,54,14,131,86,23
False,4,14,49,44,76,46,57,31,119,21,83
False,19,17,123,93,121,60,25,131,30,44,7
False,31,110,14,2,11,84,85,36,94,97,105
True,25,1,27,46,109,61,38,30,112,26,42
True,21,106,69,30,44,14,45,81,7,50,39
True,26,136,44,14,74,29,15,62,8,37,137
True,16,131,129,105,114,44,84,48,32,108,17
False,10,48,109,49,50,28,56,71,83,35,74
False,11,14,12,123,104,74,95,35,131,70,50
True,36,86,53,80,128,63,74,87,9,44,98
True,36,113,95,34,96,84,19,1,14,88,131
False,35,49,54,33,84,7,18,137,131,9,22
True,13,73,71,84,113,42,70,11,121,104,30
True,32,131,104,52,35,13,107,41,46,14,71
False,28,11,128,67,71,30,31,131,102,95,39
True,15,11,83,29,17,21,49,41,14,37,59
False,36,84,106,98,21,73,138,7,27,99,91
True,13,27,35,17,14,37,31,21,7,44,40
True,36,40,7,112,74,56,71,1,84,64,50
False,27,59,30,33,67,123,85,44,21,39,31
False,17,16,25,62,35,9,73,120,14,58,131
False,27,20,129,25,73,19,131,18,6,102,13
False,21,42,1,5,9,56,131,69,36,93,57
True,11,72,11,67,131,43,84,105,12,94,14
True,16,18,36,131,27,110,114,128,85,107,97
True,14,86,25,105,98,17,121,11,84,21,129
False,2,81,59,131,123,14,11,111,63,136,27
True,28,57,99,114,39,88,79,107,131,29,73
False,31,30,53,106,1,76,93,123,57,3,36
True,22,36,109,44,59,97,67,20,25,84,50
False,11,86,131,103,76,73,46,6,26,81,85
False,21,53,6,20,49,9,86,70,83,129,25
True,17,74,44,102,41,123,75,73,87,32,80
True,36,79,73,28,84,25,26,131,44,101,104
True,18,131,107,11,96,101,21,14,123,16,74
True,21,4,84,14,26,131,93,16,64,11,123
True,6,85,30,26,42,67,126,19,123,84,99
True,20,131,96,42,113,50,69,79,62,35,8
True,18,14,28,93,64,25,35,8,30,2,111
False,19,99,70,71,128,105,110,91,104,42,47
False,21,75,27,29,43,70,83,49,128,21,14
True,19,37,99,22,44,21,20,39,131,67,71
True,8,53,44,14,7,16,8,11,9,83,81
False,28,123,108,70,53,30,64,86,2,39,44
False,29,131,15,49,84,42,14,2,110,62,113
True,32,80,123,71,25,57,131,18,39,93,14
True,3,86,21,5,22,8,25,66,28,17,73
False,3,56,27,98,14,25,2,113,81,110,85
True,36,73,101,136,35,2,94,110,9,16,25
False,26,123,39,86,97,10,34,37,98,75,8
False,19,1,14,86,51,60,26,44,22,28,17
False,27,10,110,9,8,99,123,35,64,120,128
True,18,63,129,73,101,131,44,78,106,71,53
False,28,39,131,49,9,44,14,102,38,35,67
False,3,30,54,20,59,15,27,8,76,79,84
True,8,59,88,44,26,49,35,25,97,41,30
False,25,96,123,88,84,94,15,44,86,60,87
True,14,10,15,61,91,111,44,92,20,19,137
False,17,87,110,14,11,63,44,58,73,7,28
True,4,39,66,89,131,88,75,42,63,84,74
False,23,108,44,83,14,86,11,100,5,81,74
False,17,131,48,75,16,15,81,8,83,64,50
False,11,84,63,64,88,13,101,131,61,109,104
False,22,67,84,86,20,25,102,61,93,119,17
True,22,14,8,39,47,31,51,65,23,42,131
True,17,35,84,10,23,27,31,43,131,14,8
False,36,25,15,79,123,18,13,16,1,27,105
False,22,48,131,97,11,13,42,7,54,71,62
False,8,5,72,100,21,47,26,97,128,104,30
False,17,101,98,26,19,12,131,28,107,15,75
True,7,46,26,85,137,95,30,70,11,14,17
True,8,34,4,61,49,121,7,38,43,120,71
True,18,5,2,61,63,68,76,26,72,104,75
False,34,63,95,80,20,2,99,87,108,56,11
True,27,106,21,44,30,136,2,131,7,42,25
True,26,11,92,22,41,102,38,31,25,70,84
True,23,105,44,40,19,129,10,46,26,131,61
True,21,80,91,62,53,49,105,14,114,84,19
True,8,5,77,14,53,7,93,63,37,25,110
False,28,135,5,61,25,30,18,64,21,131,11
True,35,136,102,23,44,76,42,131,22,87,48
True,34,79,84,86,95,52,55,131,70,11,64
True,21,57,72,14,84,85,16,40,63,70,44
False,8,36,8,81,84,30,104,86,63,131,25
False,14,67,27,8,14,112,109,45,61,49,86
True,36,100,20,67,19,104,84,33,4,54,14
True,4,74,42,131,58,44,11,47,27,9,63
True,11,4,121,36,138,84,131,33,44,74,42
True,35,10,136,20,57,92,30,98,35,50,46
False,36,131,102,21,14,56,32,88,39,73,57
False,24,84,34,99,44,50,93,114,2,131,14
False,20,44,104,17,53,64,23,114,84,1,86
True,29,101,2,63,44,40,53,26,1,104,17
True,36,63,5,39,42,14,98,70,34,21,26
False,15,13,42,97,123,111,7,39,84,48,19
False,15,84,98,46,28,119,57,36,14,42,93
True,19,6,101,14,23,82,121,53,32,71,21
False,21,94,111,39,28,64,104,113,20,63,83
True,11,104,25,86,42,62,47,44,35,81,64
True,4,92,21,96,42,5,17,90,14,104,70
False,21,84,18,60,30,88,42,74,91,136,75
True,36,62,86,49,84,25,89,52,10,73,131
False,12,9,94,50,101,10,57,84,99,12,32
False,16,121,119,131,102,11,75,51,52,85,42
False,19,2,5,47,50,35,62,8,68,16,30
False,21,96,131,25,63,84,27,44,67,137,30
True,16,55,27,60,114,5,18,36,71,26,7
True,9,13,31,98,93,131,42,53,10,74,34
False,11,12,112,2,95,22,26,1,39,29,119
False,20,39,28,33,51,95,8,129,25,86,64
True,5,49,128,50,59,15,9,86,72,25,35
True,16,26,44,16,85,97,9,106,28,93,40
True,31,88,3,108,56,18,77,49,87,25,97
True,26,15,131,64,35,73,107,22,48,1,129
True,31,44,16,123,17,73,40,96,84,137,67
False,22,7,25,20,29,54,84,131,14,76,35
True,13,76,9,97,47,93,30,90,99,41,22
False,13,95,104,123,39,110,20,131,7,44,35
False,6,74,8,19,53,86,58,14,123,39,44
True,21,110,18,28,25,14,74,73,17,64,84
True,18,137,8,20,7,71,19,52,109,42,131
False,18,11,50,104,72,101,2,37,63,131,35
True,16,131,21,44,77,26,39,102,64,42,84
False,21,92,16,67,21,123,35,31,93,99,17
True,18,48,49,22,86,74,96,39,98,10,123
True,31,26,72,97,8,5,84,39,53,25,16
True,23,70,86,60,83,47,93,27,11,9,14
True,11,131,34,84,44,126,30,65,99,75,8
True,14,62,14,57,1,86,131,8,35,7,119
False,28,44,11,47,97,131,81,101,19,35,30
False,13,14,26,95,74,50,3,106,131,53,42
True,36,21,41,11,14,36,57,10,17,84,111
False,36,84,62,18,10,3,39,131,71,92,53
True,21,44,5,73,77,111,50,131,35,6,28
True,16,31,105,11,42,82,17,104,90,14,44
False,33,86,44,31,126,14,30,70,57,96,84
False,29,93,129,21,85,39,131,84,136,1,22
False,24,9,18,75,113,104,26,131,110,8,50
True,8,109,102,76,14,103,37,114,28,1,84
True,11,17,81,86,83,41,123,42,5,8,31
True,35,23,14,131,94,37,64,29,21,42,17
True,28,40,60,34,74,44,131,71,26,104,48
True,21,75,14,47,11,30,13,64,99,32,131
False,17,48,50,7,28,84,98,44,74,30,53
True,10,94,126,14,23,33,86,96,111,6,71
True,19,85,21,123,11,14,13,108,26,131,25
True,14,109,131,113,7,50,15,25,84,104,70
True,28,35,11,5,84,102,44,68,106,96,22
False,19,7,113,111,44,35,8,5,17,73,131
True,22,1,104,131,50,13,12,74,123,96,84
True,21,31,8,36,19,71,54,84,92,86,2
True,19,42,126,131,52,71,11,93,87,53,88
True,36,34,44,19,45,47,11,16,30,56,123
True,33,48,74,18,104,62,102,28,53,32,11
True,17,102,25,106,136,14,64,129,53,81,7
False,17,1,63,73,108,123,56,111,48,131,49
False,16,138,44,86,3,57,21,71,50,56,13
True,12,63,45,16,138,105,76,42,8,36,57
False,24,7,23,21,9,68,39,129,111,128,73
False,9,47,25,131,96,34,39,101,104,32,5
True,21,25,14,129,64,11,98,47,50,93,31
True,26,78,99,114,64,87,73,26,14,7,96
True,24,99,112,60,114,128,54,56,126,69,50
True,6,25,63,14,80,22,50,34,29,105,41
False,31,93,76,68,42,30,7,61,102,57,1
False,19,19,26,128,54,28,123,71,138,98,39
True,20,82,135,84,8,27,72,42,17,32,3
False,22,75,84,7,114,30,131,129,71,32,27
True,27,48,20,25,84,71,64,26,11,54,14
True,24,53,86,128,47,6,102,7,126,8,41
True,11,11,5,71,60,70,2,7,13,32,79
True,19,37,60,25,111,126,86,129,107,44,20
True,13,40,39,123,104,11,1,64,21,30,2
True,16,95,17,112,71,104,25,114,97,26,87
True,22,57,25,123,49,86,30,109,35,98,92
False,6,52,56,41,2,27,62,31,85,74,67
False,24,64,126,131,48,50,91,119,17,81,2
False,27,2,64,105,86,70,43,131,11,6,47
True,21,35,100,70,105,25,83,44,57,123,11
False,25,9,74,81,123,41,8,63,26,22,104
True,16,42,131,15,70,27,71,8,90,112,85
True,36,25,21,19,27,14,16,34,10,131,36
False,23,54,83,21,131,16,30,8,34,74,15
True,19,56,21,131,64,97,102,11,20,67,26
False,16,9,99,74,44,50,42,34,7,10,131
False,25,111,67,82,104,26,49,109,44,50,64
True,25,78,20,63,35,131,123,42,70,40,11
True,16,73,85,70,84,96,2,14,18,21,41
False,19,19,26,1,55,42,6,43,64,14,131
True,19,2,59,138,51,35,21,71,74,44,7
True,15,27,17,94,22,104,21,131,81,54,5
True,26,21,87,131,60,35,14,47,101,44,22
True,33,88,14,22,123,114,25,58,26,71,131
False,15,131,104,42,111,47,92,83,70,31,6
True,21,26,94,62,86,2,131,28,6,25,110
False,15,48,84,14,2,123,128,131,73,74,126
True,27,39,64,70,57,49,5,1,19,131,53
True,8,26,54,131,36,59,25,1,16,5,37
True,23,106,84,2,44,83,56,131,37,98,54
False,34,70,26,64,67,123,16,25,14,71,51
True,22,84,73,20,57,3,104,54,56,87,75
False,6,75,2,41,50,26,136,99,59,95,57
True,19,126,48,37,87,23,53,84,34,73,119
True,23,53,37,29,85,21,86,95,107,104,119
False,29,84,105,126,48,71,131,49,110,52,44
True,33,59,25,79,71,131,39,53,46,67,88
True,32,86,16,41,64,104,8,120,53,102,73
True,16,99,86,1,128,74,57,131,13,96,35
False,19,131,126,68,42,8,76,44,2,37,84
False,17,104,105,114,20,44,18,60,25,102,1
True,18,131,81,31,73,8,47,56,39,6,14
True,36,113,20,18,92,39,57,25,99,105,21
False,33,102,11,2,41,112,68,131,27,126,81
False,21,19,123,70,114,102,34,44,11,40,129
True,11,14,44,50,31,2,131,25,94,98,86
False,19,61,21,47,131,20,135,44,14,64,13
False,26,50,8,20,98,62,25,7,137,14,88
True,18,33,19,70,75,50,98,38,26,79,8
False,36,2,64,36,131,114,70,73,61,52,26
True,23,36,106,20,85,113,111,16,93,97,86
False,19,52,19,8,73,64,102,9,34,21,35
True,17,35,2,50,1,87,74,95,86,44,29
False,15,15,19,84,17,26,11,104,35,131,20
False,27,111,20,19,131,8,11,72,105,96,70
True,7,2,64,6,74,26,54,63,44,30,120
False,22,40,1,25,105,113,114,35,104,27,44
True,16,131,39,70,26,96,7,101,5,8,100
False,11,26,28,39,44,25,57,36,70,73,131
True,19,110,131,15,91,25,47,69,87,93,31
True,18,35,73,107,74,131,44,14,105,42,56
True,21,2,8,137,131,121,64,93,22,97,9
False,9,56,110,70,37,6,53,86,41,26,2
True,18,72,42,106,35,86,33,135,36,67,9
True,8,84,26,60,12,30,17,8,63,28,50
True,21,99,47,67,121,37,93,1,14,30,84
True,20,1,16,53,26,131,79,46,10,123,71
False,28,41,131,16,64,84,25,30,7,86,81
False,4,96,93,101,53,136,1,84,35,99,27
False,6,100,26,123,18,88,8,96,74,131,45
True,18,106,11,27,101,104,15,26,19,105,135
False,11,21,99,26,110,20,131,12,72,82,27
False,36,32,25,114,131,5,39,27,44,14,20
True,24,128,111,25,14,69,114,88,131,77,41
False,29,93,58,37,76,71,99,14,39,50,84
False,12,25,47,30,44,39,7,37,136,6,75
True,6,8,43,106,131,22,103,114,31,56,6
False,27,56,81,31,104,88,74,2,136,131,11
True,36,20,25,11,136,62,9,112,59,41,108
True,11,110,104,16,35,97,21,53,123,131,36
True,16,50,85,23,44,21,111,42,35,73,30
True,21,44,7,131,25,136,15,111,2,82,31
False,31,121,93,84,136,9,74,21,131,56,114
True,11,35,42,49,40,119,44,69,86,30,5
True,29,49,63,111,84,39,76,85,21,15,1
True,21,136,60,7,27,91,44,14,87,19,137
False,21,67,120,131,111,98,18,84,126,8,101
True,22,48,131,123,2,22,5,74,84,20,70
True,12,71,110,44,56,26,82,121,106,86,14
False,21,100,16,28,13,44,40,109,123,96,84
True,14,48,20,7,106,64,17,26,6,75,44
True,16,68,2,123,109,39,73,34,67,31,131
True,5,86,63,29,84,37,102,14,27,47,104
True,27,136,91,47,2,121,63,21,137,76,1
False,21,70,6,101,92,84,35,98,64,81,102
True,21,20,86,74,44,81,108,93,121,84,25
False,9,131,21,81,26,85,1,71,105,49,99
True,14,73,87,39,25,111,131,7,42,11,71
True,31,6,131,52,111,96,28,76,40,84,44
False,34,53,13,131,100,93,119,67,76,57,16
False,27,105,87,1,114,129,131,108,45,39,70
False,36,76,44,99,17,35,11,70,53,74,61
True,36,99,60,131,93,40,126,11,30,68,76
True,16,51,82,2,49,84,42,22,37,50,9
False,17,131,111,49,13,19,11,64,80,136,96
False,26,18,76,35,21,131,84,85,44,57,126
False,16,19,87,25,83,84,9,131,93,40,39
False,31,17,83,5,70,63,74,41,99,7,37
True,31,51,86,43,8,40,56,104,67,84,131
True,14,63,121,60,119,6,5,64,70,25,23
False,27,47,48,36,59,84,26,102,40,99,25
True,13,44,114,135,37,14,60,101,64,53,95
False,8,70,28,30,64,25,53,83,61,14,95
True,31,131,17,44,20,102,111,22,9,42,39
False,13,10,26,73,9,20,110,11,84,6,104
True,29,112,67,104,110,25,73,107,55,87,128
True,21,93,31,123,13,77,44,2,11,131,74
True,28,6,14,129,131,5,11,40,19,39,97
True,36,46,20,131,70,123,84,87,25,10,45
True,36,43,25,74,32,123,79,19,16,100,6
True,20,11,34,8,136,51,10,102,123,63,29
True,16,81,62,52,7,22,41,44,131,9,84
False,26,136,91,22,74,16,54,84,64,23,83
False,24,36,85,26,49,39,41,131,119,2,128
False,28,95,30,86,96,113,131,84,50,44,114
False,22,84,35,16,39,18,2,64,11,85,14
False,7,44,106,136,129,71,42,16,138,20,100
True,19,74,31,63,96,34,23,14,21,70,26
True,29,22,76,6,26,38,70,104,9,51,11
True,4,123,5,99,106,6,21,114,40,93,37
True,7,28,27,11,73,33,86,84,41,42,105
False,19,40,2,41,37,39,14,36,44,73,131
False,16,43,22,69,11,94,25,37,131,8,36
True,17,71,17,30,35,85,18,36,39,26,10
False,16,102,23,77,71,1,50,16,21,34,114
False,26,8,86,57,14,32,30,44,131,98,39
False,16,59,47,94,131,8,84,73,26,70,21
False,19,20,64,54,28,86,131,126,48,85,36
False,19,37,84,86,7,10,5,47,35,1,106
True,17,14,106,131,6,20,84,8,104,59,74
True,16,28,131,27,19,138,30,81,123,11,48
False,18,15,98,121,123,42,100,35,28,48,131
True,12,131,42,44,25,20,55,123,11,84,101
True,36,131,97,64,48,61,73,74,95,102,56
False,17,111,93,14,75,64,5,81,126,84,62
True,22,26,53,49,14,20,123,104,70,128,111
False,9,60,6,20,5,104,56,131,108,7,33
True,9,93,131,2,75,25,110,49,29,94,96
False,36,53,128,36,75,40,52,62,44,137,41
True,4,101,85,67,53,36,74,50,42,28,11
False,18,131,98,95,9,123,50,71,54,126,104
True,15,74,44,53,104,72,126,99,110,114,9
True,24,64,108,123,106,11,39,84,67,28,53
False,36,108,89,35,59,8,84,16,53,101,46
True,3,113,2,6,14,68,76,99,26,21,86
False,20,1,30,4,2,67,64,14,129,42,68
